year,month,appendix_number,location_name,sector,commodity,sub_item,attribute,value,error_number_prefix,error_plus_prefix,error_minus_prefix,error_bullet_prefix,error_number_suffix,error_number_in_middle,error_empty_parens,error_unclosed_parens,error_leading_space,error_trailing_space,error_multiple_spaces,error_space_in_word,error_concatenated_locations,error_special_chars,error_unicode_issues,error_only_numbers,error_single_char,error_typo_spacing,error_contains_metadata,error_location_list,error_types
2009,7,PL6b1,Cả nước,Forestry,Rừng,,Area,213,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Rừng,,Area,600,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Rừng,,Area,711,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Rừng,,Area,1673,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Rừng trồng,,Area,1479,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Rừng trồng,,Area,1497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Cây nhân dân,,Area_Planted,1236,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Cây nhân dân,,Area_Planted,200,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Rừng tái sinh,,Area,6232,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Rừng tái sinh,,Area,506,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Rừng bảo vệ,,Area,21178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Rừng bảo vệ,,Area,1524,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Gỗ,,Production,19676,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL6b1,Cả nước,Forestry,Gỗ,,Production,4380,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Vốn thực hiện đầu tư,,Investment_Amount,2611500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Vốn thực hiện đầu tư,,Investment_Amount,1537930,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Đầu tư Thuỷ lợi,,Investment_Amount,1483500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Đầu tư Thuỷ lợi,,Investment_Amount,1087313,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Đầu tư Nông nghiệp,,Investment_Amount,493000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Đầu tư Nông nghiệp,,Investment_Amount,269510,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Đầu tư Lâm nghiệp,,Investment_Amount,230000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Đầu tư Lâm nghiệp,,Investment_Amount,66780,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Đầu tư Thuỷ sản,,Investment_Amount,24000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Đầu tư Thuỷ sản,,Investment_Amount,14900,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Khoa học - Công nghệ,,Investment_Amount,230000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Khoa học - Công nghệ,,Investment_Amount,37200,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Giáo dục - Đào tạo,,Investment_Amount,90000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Giáo dục - Đào tạo,,Investment_Amount,35677,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Các ngành khác,,Investment_Amount,61000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Các ngành khác,,Investment_Amount,26550,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Chương trình mục tiêu,,Investment_Amount,40263,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Chương trình mục tiêu,,Investment_Amount,8500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Vốn đầu tư theo các mụctiêu nhiệm vụ cụ thể,,Investment_Amount,208000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Vốn đầu tư theo các mụctiêu nhiệm vụ cụ thể,,Investment_Amount,52244,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Bổ sung dự trữ Quốc gia,,Investment_Amount,65000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Vốn chuẩn bị đầu tư,,Investment_Amount,30000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Vốn chuẩn bị đầu tư,,Investment_Amount,13500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Vốn ứng trước cho cácdự án cấp bách,,Investment_Amount,1000000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Vốn ứng trước cho cácdự án cấp bách,,Investment_Amount,308756,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Tổng vốn NS (A+B),,Investment_Amount,3954763,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Tổng vốn NS (A+B),,Investment_Amount,1920930,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Vốn TPCP theo quyếtđịnh 171/2006/QĐ-TTg,,Investment_Amount,3250000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Vốn TPCP theo quyếtđịnh 171/2006/QĐ-TTg,,Investment_Amount,1435401,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Các dự án cấp bách bổ su,,Investment_Amount,200000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Các dự án cấp bách bổ su,,Investment_Amount,44233,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Các dự án thuỷ lợiĐBSông Hồng,,Investment_Amount,400000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Các dự án thuỷ lợiĐBSông Hồng,,Investment_Amount,30308,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,7,PL9,Cả nước,Investment,Tổng vốn TPCP (C+D+E,,Investment_Amount,1509942,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL1,- Khoai lang,Cultivation,Khoai lang,,Area_Planted,1220.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2009,8,PL1,- Miền Nam,Cultivation,Unknown,,Area_Planted,2450.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2009,8,PL1,- Sắn,Cultivation,Sắn,,Area_Planted,4265.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"minus_prefix, typo_spacing"
2009,8,PL1,- Thuốc lá,Cultivation,Unknown,,Area_Planted,264.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2009,8,PL1,- Đậu tương,Cultivation,Đậu tương,,Area_Planted,1787.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2009,8,PL1,1. Thu hoạch lúa hè thu miền Nam,Cultivation,Unknown,,Area_Planted,11930.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2009,8,PL1,1. Thu hoạch lúa hè thu miền Nam,Cultivation,Unknown,,Area_Planted,602,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2009,8,PL1,2. Gieo cấy lúa mùa cả nước,Cultivation,Unknown,,Area_Planted,14069.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2009,8,PL1,"3. Gieo trồng rau, màu, CCN ngắn ngày (*)",Cultivation,Unknown,,Area_Planted,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"number_prefix, space_in_word, typo_spacing"
2009,8,PL1,3.1 Gieo trồng màu lương thực,Cultivation,Màu lương thực,,Area_Planted,15099.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL1,3.2 Gieo trồng cây công nghiệp ngắn ngày,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,6222.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"space_in_word, typo_spacing, location_list"
2009,8,PL1,"3.3 Gieo trồng rau, đậu các loại",Cultivation,Rau đậu,,Area_Planted,6263.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL1,Trong đó: ‐  Đồng bằng sông Cửu Long,Cultivation,Unknown,,Area_Planted,636,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,"multiple_spaces, space_in_word, typo_spacing, location_list"
2009,8,PL2,Bắc Cạn,Cultivation,Lúa,,Area_Planted,13234,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Cạn,Cultivation,Lúa,,Area_Planted,136,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Cạn,Cultivation,Lúa,,Area_Planted,17531,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Cạn,Cultivation,Ngô,,Area_Planted,15482,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Cạn,Cultivation,Khoai lang,,Area_Planted,356,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Cạn,Cultivation,Sắn,,Area_Planted,1555,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Cạn,Cultivation,Lúa,,Area_Planted,138,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Giang,Cultivation,Lúa,,Area_Planted,56116,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Giang,Cultivation,Lúa,,Area_Planted,27144,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Giang,Cultivation,Ngô,,Area_Planted,12000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Giang,Cultivation,Khoai lang,,Area_Planted,8778,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Giang,Cultivation,Sắn,,Area_Planted,5763,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Giang,Cultivation,Lúa,,Area_Planted,603,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Ninh,Cultivation,Lúa,,Area_Planted,37338,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Ninh,Cultivation,Lúa,,Area_Planted,5000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Ninh,Cultivation,Ngô,,Area_Planted,4000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Ninh,Cultivation,Khoai lang,,Area_Planted,1000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Trung Bộ,Cultivation,Lúa,,Area_Planted,192600,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Trung Bộ,Cultivation,Lúa,,Area_Planted,160267,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Trung Bộ,Cultivation,Lúa,,Area_Planted,181280,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Trung Bộ,Cultivation,Ngô,,Area_Planted,101981,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Trung Bộ,Cultivation,Khoai lang,,Area_Planted,33799,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Trung Bộ,Cultivation,Sắn,,Area_Planted,43000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Bắc Trung Bộ,Cultivation,Lúa,,Area_Planted,2500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Cao Bằng,Cultivation,Lúa,,Area_Planted,25239,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Cao Bằng,Cultivation,Lúa,,Area_Planted,669,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Cao Bằng,Cultivation,Lúa,,Area_Planted,12551,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Cao Bằng,Cultivation,Ngô,,Area_Planted,12351,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Cao Bằng,Cultivation,Khoai lang,,Area_Planted,100,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Cao Bằng,Cultivation,Sắn,,Area_Planted,100,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hoà Bình,Cultivation,Lúa,,Area_Planted,24210,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hoà Bình,Cultivation,Lúa,,Area_Planted,49565,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hoà Bình,Cultivation,Ngô,,Area_Planted,30000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hoà Bình,Cultivation,Khoai lang,,Area_Planted,5265,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hoà Bình,Cultivation,Sắn,,Area_Planted,13000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hoà Bình,Cultivation,Lúa,,Area_Planted,1300,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Giang,Cultivation,Lúa,,Area_Planted,25600,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Giang,Cultivation,Lúa,,Area_Planted,41273,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Giang,Cultivation,Ngô,,Area_Planted,40000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Giang,Cultivation,Khoai lang,,Area_Planted,433,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Giang,Cultivation,Lúa,,Area_Planted,840,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Nam,Cultivation,Lúa,,Area_Planted,35403,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Nam,Cultivation,Lúa,,Area_Planted,5555,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Nam,Cultivation,Ngô,,Area_Planted,4655,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Nam,Cultivation,Khoai lang,,Area_Planted,900,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Nội,Cultivation,Lúa,,Area_Planted,98454,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Nội,Cultivation,Lúa,,Area_Planted,25835,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Nội,Cultivation,Ngô,,Area_Planted,21100,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Nội,Cultivation,Khoai lang,,Area_Planted,4235,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Nội,Cultivation,Sắn,,Area_Planted,500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Tĩnh,Cultivation,Lúa,,Area_Planted,6500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Tĩnh,Cultivation,Lúa,,Area_Planted,41910,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Tĩnh,Cultivation,Lúa,,Area_Planted,22145,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Tĩnh,Cultivation,Ngô,,Area_Planted,10145,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Tĩnh,Cultivation,Khoai lang,,Area_Planted,10000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hà Tĩnh,Cultivation,Sắn,,Area_Planted,2000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hưng Yên,Cultivation,Lúa,,Area_Planted,40671,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hưng Yên,Cultivation,Lúa,,Area_Planted,7550,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hưng Yên,Cultivation,Ngô,,Area_Planted,6000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hưng Yên,Cultivation,Khoai lang,,Area_Planted,1550,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hải Dương,Cultivation,Lúa,,Area_Planted,62774,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hải Dương,Cultivation,Lúa,,Area_Planted,4500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hải Dương,Cultivation,Ngô,,Area_Planted,3000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hải Dương,Cultivation,Khoai lang,,Area_Planted,1500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hải Phòng,Cultivation,Lúa,,Area_Planted,43000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hải Phòng,Cultivation,Lúa,,Area_Planted,8000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hải Phòng,Cultivation,Ngô,,Area_Planted,5000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Hải Phòng,Cultivation,Khoai lang,,Area_Planted,3000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lai Châu,Cultivation,Lúa,,Area_Planted,26117,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lai Châu,Cultivation,Lúa,,Area_Planted,8965,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lai Châu,Cultivation,Lúa,,Area_Planted,15000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lai Châu,Cultivation,Ngô,,Area_Planted,15000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lào Cai,Cultivation,Lúa,,Area_Planted,16025,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lào Cai,Cultivation,Lúa,,Area_Planted,498,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lào Cai,Cultivation,Lúa,,Area_Planted,28645,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lào Cai,Cultivation,Ngô,,Area_Planted,25014,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lào Cai,Cultivation,Khoai lang,,Area_Planted,296,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lào Cai,Cultivation,Sắn,,Area_Planted,2800,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2009,8,PL2,Lào Cai,Cultivation,Lúa,,Area_Planted,535,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
