year,month,appendix_number,location_name,sector,commodity,error_number_prefix,error_empty_parens,error_unclosed_parens,error_leading_space,error_trailing_space,error_multiple_spaces
2010,12,PL4,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL4,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL4,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Mía,False,False,False,False,False,True
2010,12,PL4,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Trong đó:  + Lúa,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Trong đó:  + Lúa,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Trong đó:  + Lúa,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL5,Diện  tích,Cultivation,Lúa,False,False,False,False,False,True
2010,1,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2011,1,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2010,1,PL1,2. Thu hoạch lúa mùa miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2011,1,PL1,2. Thu hoạch lúa mùa miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2010,1,PL1,3. Gieo trồng màu lương thực(),Cultivation,Màu lương thực,True,True,False,False,False,False
2011,1,PL1,3. Gieo trồng màu lương thực(),Cultivation,Màu lương thực,True,True,False,False,False,False
2010,1,PL1,4. Gieo trồng cây công nghiệp ngắn ngày(),Cultivation,Cây công nghiệp ngắn ngày,True,True,False,False,False,False
2011,1,PL1,4. Gieo trồng cây công nghiệp ngắn ngày(),Cultivation,Cây công nghiệp ngắn ngày,True,True,False,False,False,False
2010,1,PL1,"5. Gieo trồng rau, đậu các loại()",Cultivation,Rau đậu,True,True,False,False,False,False
2011,1,PL1,"5. Gieo trồng rau, đậu các loại()",Cultivation,Rau đậu,True,True,False,False,False,False
2011,1,PL5,LâĐồ  m ng,Cultivation,Lúa,False,False,False,False,False,True
2010,2,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2011,2,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2010,2,PL1,2. Thu hoạch lúa đông xuân ở miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2011,2,PL1,2. Thu hoạch lúa đông xuân ở miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2010,2,PL1,3. Gieo trồng màu lương thực(),Cultivation,Màu lương thực,True,True,False,False,False,False
2011,2,PL1,3. Gieo trồng màu lương thực(),Cultivation,Màu lương thực,True,True,False,False,False,False
2010,2,PL1,4. Gieo trồng cây công nghiệp ngắn ngày(),Cultivation,Cây công nghiệp ngắn ngày,True,True,False,False,False,False
2011,2,PL1,4. Gieo trồng cây công nghiệp ngắn ngày(),Cultivation,Cây công nghiệp ngắn ngày,True,True,False,False,False,False
2010,2,PL1,"5. Gieo trồng rau, đậu các loại()",Cultivation,Rau đậu,True,True,False,False,False,False
2011,2,PL1,"5. Gieo trồng rau, đậu các loại()",Cultivation,Rau đậu,True,True,False,False,False,False
2011,2,PL2,ThừThiê H ế  a n u,Cultivation,Lúa,False,False,False,False,False,True
2010,3,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2010,3,PL1,2. Thu hoạch lúa đông xuân miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2011,3,PL1,2. Thu hoạch lúa đông xuân miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2010,3,PL1,3. Gieo cấy lúa hè thu ở ĐBSCL,Cultivation,Unknown,True,False,False,False,False,False
2010,3,PL1,4. Gieo trồng màu lương thực(*),Cultivation,Màu lương thực,True,False,False,False,False,False
2010,3,PL1,5. Gieo trồng cây công nghiệp ngắn ngày(*),Cultivation,Cây công nghiệp ngắn ngày,True,False,False,False,False,False
2010,3,PL1,"6. Gieo trồng rau, đậu các loại(*)",Cultivation,Rau đậu,True,False,False,False,False,False
2010,4,PL1,1. Gieo cấy lúa hè thu miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2010,4,PL1,2. Thu hoạch lúa đông xuân miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2011,4,PL1,2. Thu hoạch lúa đông xuân miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2010,4,PL1,"4. Gieo trồng rau, đậu các loại",Cultivation,Rau đậu,True,False,False,False,False,False
2010,6,PL1,1. Thu hoạch lúa đông xuân miền Bắc,Cultivation,Lúa,True,False,False,False,False,False
2011,6,PL1,1. Thu hoạch lúa đông xuân miền Bắc,Cultivation,Lúa,True,False,False,False,False,False
2010,6,PL1,2. Gieo cấy lúa hè thu cả nước,Cultivation,Unknown,True,False,False,False,False,False
2011,6,PL1,2. Gieo cấy lúa hè thu cả nước,Cultivation,Unknown,True,False,False,False,False,False
2011,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Khoai lang,False,False,False,False,False,True
2011,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Sắn,False,False,False,False,False,True
2011,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN phía Bắc  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN phía Bắc  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Đậu tương,False,False,False,False,False,True
2011,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN phía Bắc  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lạc,False,False,False,False,False,True
2011,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN phía Bắc  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Mía,False,False,False,False,False,True
2011,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN phía Bắc  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Thuốc lá,False,False,False,False,False,True
2011,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN phía Bắc  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN phía Bắc  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL4,Miền NamD.H Nam Trung Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL4,Miền NamD.H Nam Trung Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL4,Miền NamD.H Nam Trung Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL4,Miền NamD.H Nam Trung Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL4,Miền NamD.H Nam Trung Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL5,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL5,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Đậu,False,False,False,False,False,True
2011,6,PL5,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL5,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL5,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Mía,False,False,False,False,False,True
2011,6,PL5,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL5,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,6,PL5,Miền NamD.H Nam Trg Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh HoàTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  TP Hồ Chí Minh  Ninh Thuận  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bình Thuận  Bà Rịa-V.TàuĐBS Cửu Long  Long An  Đồng Tháp  An Giang  Tiền Giang  Vĩnh Long  Bến Tre  Kiên Giang  Cần Thơ  Hậu Giang  Trà Vinh  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2010,7,PL1,1. Thu hoạch lúa hè thu miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2011,7,PL1,1. Thu hoạch lúa hè thu miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2010,7,PL1,2. Gieo cấy lúa mùa cả nước,Cultivation,Unknown,True,False,False,False,False,False
2011,7,PL5,ồ  Lâm Đng,Cultivation,Lúa,False,False,False,False,False,True
2011,7,PL5,ồ  Lâm Đng,Cultivation,Lúa,False,False,False,False,False,True
2011,7,PL5,ồ  Lâm Đng,Cultivation,Lúa,False,False,False,False,False,True
