year,month,location_name,sector,commodity,attribute,source_file,appendix_number,error_type,error_detail,impacted_value,record_id
2009,10,Miền Bắc,Cultivation,Cây vụ đông,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(331.7), np.float64(331.728)]",331.728,875c18eb-2838-4778-bd21-4baf7d1e80df
2009,10,Miền Bắc,Cultivation,Khoai lang,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(30.8), np.float64(30.78)]",30.8,0eab4484-720d-4235-83b5-a25480476131
2009,10,Miền Bắc,Cultivation,Khoai lang,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(30.8), np.float64(30.78)]",30.78,cc1f6716-3302-444c-abcd-ad86ff08c41b
2009,10,Miền Bắc,Cultivation,Lúa,Area_Harvested,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(885.1), np.float64(885.128)]",885.1,bf6cd60a-0005-4c1a-ae34-917aa2e25868
2009,10,Miền Bắc,Cultivation,Lúa,Area_Harvested,2009_10_PHULUC_T10_2009_FINAL_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(885.1), np.float64(885.128)]",885.128,45f4c122-63b8-4812-b995-8bcc73938325
2009,10,Miền Bắc,Cultivation,Lạc,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(7.0), np.float64(7.004)]",7.0,e89d2e46-0f98-4802-984a-cc00d7a06168
2009,10,Miền Bắc,Cultivation,Lạc,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(7.0), np.float64(7.004)]",7.004,40d1b8d7-ba20-42ab-a7e4-be16287f900f
2009,10,Miền Bắc,Cultivation,Ngô,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(137.3), np.float64(137.277)]",137.3,cfad95f3-b632-4654-9c69-162df770c4ce
2009,10,Miền Bắc,Cultivation,Ngô,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(137.3), np.float64(137.277)]",137.277,516d3d85-d365-4296-b87d-cb2dce25f3f8
2009,10,Miền Bắc,Cultivation,"Rau, đậu các loại",Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(69.5), np.float64(69.526)]",69.5,15487f01-7083-48b4-9c3e-ed10a7420b73
2009,10,Miền Bắc,Cultivation,"Rau, đậu các loại",Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(69.5), np.float64(69.526)]",69.526,c19de765-0d9c-4d41-b0f8-62c1181ded8c
2009,10,Miền Bắc,Cultivation,Đậu tương,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(72.8), np.float64(72.846)]",72.8,2569bef5-e488-4cc1-b3bb-81f97b0bfd0d
2009,10,Miền Bắc,Cultivation,Đậu tương,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(72.8), np.float64(72.846)]",72.846,cdbc6ce8-f232-4cc8-b9f3-3a7f542235a5
2009,10,Miền Nam,Cultivation,Lúa,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(759.5), np.float64(759.524)]",759.5,83ba3a6a-abeb-441c-95cb-d3489f207fe2
2009,10,Miền Nam,Cultivation,Lúa,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(759.5), np.float64(759.524)]",759.524,c241ec7d-baa4-4ef3-9952-2062c344f869
2009,10,Miền Nam,Cultivation,Lúa,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(221.6), np.float64(221.623)]",221.6,3589ad4c-404d-4b1b-9ec9-25eab0cc99bb
2009,10,Miền Nam,Cultivation,Lúa,Area_Planted,2009_10_PHULUC_T10_2009_FINAL_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(221.6), np.float64(221.623)]",221.623,b3a5be9b-3e70-434e-a2ab-f6e029638a11
2009,11,Miền Bắc,Cultivation,Cây vụ đông,Area_Planted,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(412.8), np.float64(412.837)]",412.8,13e8277b-4e1d-4b42-9424-9970361ae4f0
2009,11,Miền Bắc,Cultivation,Cây vụ đông,Area_Planted,2009_11_PHULUC_T11_2009_FINAL_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(412.8), np.float64(412.837)]",412.837,41d9b525-49ab-41f2-bba7-d6400accfe4d
2009,11,Miền Bắc,Cultivation,Lúa,Area_Harvested,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1152.5), np.float64(1152.518)]",1152.5,02769357-8f96-4a1a-bfbd-5d3d93c1efce
2009,11,Miền Bắc,Cultivation,Lúa,Area_Harvested,2009_11_PHULUC_T11_2009_FINAL_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1152.5), np.float64(1152.518)]",1152.518,a2f42afc-0ed7-4c56-80ce-8465f44f45ae
2009,11,Miền Nam,Cultivation,Lúa,Area_Harvested,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(320.8), np.float64(320.777)]",320.8,fb7adfde-fe5b-4b32-8d22-5082ebf8315f
2009,11,Miền Nam,Cultivation,Lúa,Area_Harvested,2009_11_PHULUC_T11_2009_FINAL_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(320.8), np.float64(320.777)]",320.777,a509b340-6a8e-4b56-a234-11ddcf1b9297
2009,11,Miền Nam,Cultivation,Lúa,Area_Planted,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(332.7), np.float64(332.735)]",332.7,1c19cd29-7f53-47f3-a032-73b285850030
2009,11,Miền Nam,Cultivation,Lúa,Area_Planted,2009_11_PHULUC_T11_2009_FINAL_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(332.7), np.float64(332.735)]",332.735,76c7f52e-a19d-4422-81c1-e28634810d1e
2009,11,ĐB sông Hồng,Cultivation,Lúa,Area_Harvested,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(553.8), np.float64(553.799)]",553.8,5627beec-5f02-47de-95fd-1bc642c83853
2009,11,ĐB sông Hồng,Cultivation,Lúa,Area_Harvested,2009_11_PHULUC_T11_2009_FINAL_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(553.8), np.float64(553.799)]",553.799,28ada01f-d95c-4774-8c2b-1f88e5db0e19
2009,11,ĐBS Cửu Long,Cultivation,Lúa,Area_Harvested,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(31.8), np.float64(31.784)]",31.8,0c6cda64-942b-4571-ab9d-20ca3d196e18
2009,11,ĐBS Cửu Long,Cultivation,Lúa,Area_Harvested,2009_11_PHULUC_T11_2009_FINAL_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(31.8), np.float64(31.784)]",31.784,efbe6dda-738d-4fbe-b979-d6179bddfb80
2009,11,ĐBS Cửu Long,Cultivation,Lúa,Area_Planted,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(223.8), np.float64(223.808)]",223.8,12c90113-a456-4389-a306-17eb5d6a9ab2
2009,11,ĐBS Cửu Long,Cultivation,Lúa,Area_Planted,2009_11_PHULUC_T11_2009_FINAL_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(223.8), np.float64(223.808)]",223.808,6599ecef-b1d7-4daa-8115-62d128061bdd
2009,12,Miền Bắc,Cultivation,Cây vụ đông,Area_Planted,2009_12_Phuluc_T12_2009_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(440.7), np.float64(440.678)]",440.7,2bcb4769-549f-4d26-ab0a-47fd8ece8d40
2009,12,Miền Bắc,Cultivation,Cây vụ đông,Area_Planted,2009_12_Phuluc_T12_2009_PL1.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(440.7), np.float64(440.678)]",440.678,3ba0c679-575c-4beb-ab0c-885c7c6b4b86
2009,12,Miền Nam,Cultivation,Lúa,Area_Harvested,2009_12_Phuluc_T12_2009_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(465.6), np.float64(465.583)]",465.6,1c004be7-8c6e-4ae4-9df4-ce8b0735bf88
2009,12,Miền Nam,Cultivation,Lúa,Area_Harvested,2009_12_Phuluc_T12_2009_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(465.6), np.float64(465.583)]",465.583,2dd4ad4f-e496-4b7e-991e-2a45c1e61be1
2009,12,Miền Nam,Cultivation,Lúa,Area_Planted,2009_12_Phuluc_T12_2009_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1240.9), np.float64(1240.89)]",1240.9,fee2ca29-a00e-439c-b98a-08009112e84d
2009,12,Miền Nam,Cultivation,Lúa,Area_Planted,2009_12_Phuluc_T12_2009_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1240.9), np.float64(1240.89)]",1240.89,2ab4bd33-b61a-4260-9e48-db3af5feb3ba
2009,12,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Harvested,2009_12_Phuluc_T12_2009_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(103.9), np.float64(103.945)]",103.9,4d364832-7c33-47b1-a943-73b7044867bf
2009,12,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Harvested,2009_12_Phuluc_T12_2009_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(103.9), np.float64(103.945)]",103.945,82ede5af-d7fb-4536-b961-57455ffdbf11
2009,12,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2009_12_Phuluc_T12_2009_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1120.8), np.float64(1120.795)]",1120.8,ac7d09dd-4923-4be6-9f39-0b13de7967ce
2009,12,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2009_12_Phuluc_T12_2009_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1120.8), np.float64(1120.795)]",1120.795,e7ac646d-ec77-4e60-985a-d1ed8bc4652b
2010,1,Miền Bắc,Cultivation,Lúa,Area_Planted,2010_01_PhuLuc_T01_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(73.9), np.float64(73.896)]",73.9,91e09b6a-2864-4849-be7f-d04dd83872b2
2010,1,Miền Bắc,Cultivation,Lúa,Area_Planted,2010_01_PhuLuc_T01_2010_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(73.9), np.float64(73.896)]",73.896,7437ebe2-0004-4077-8982-0b3d7502dbb3
2010,1,Miền Nam,Cultivation,Lúa,Area_Harvested,2010_01_PhuLuc_T01_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(647.0), np.float64(604.876)]",647.0,ce4eef8e-c1fd-46d5-9121-76295629b0b5
2010,1,Miền Nam,Cultivation,Lúa,Area_Harvested,2011_01_Phuluc_01_2011_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(647.0), np.float64(604.876)]",604.876,b7f8630f-291f-45a9-8e24-0e8a66bd8a4c
2010,1,Miền Nam,Cultivation,Lúa,Area_Planted,2010_01_PhuLuc_T01_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1807.1), np.float64(1807.103)]",1807.1,0815d9ae-5581-47d9-b9a4-d68ae62dc323
2010,1,Miền Nam,Cultivation,Lúa,Area_Planted,2010_01_PhuLuc_T01_2010_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1807.1), np.float64(1807.103)]",1807.103,9fd6fc5a-0524-416a-9cee-0825869bf55d
2010,1,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Harvested,2010_01_PhuLuc_T01_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(265.6), np.float64(208.143)]",265.6,e45dab2d-3c02-45f0-89a9-7206b0244ef5
2010,1,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Harvested,2011_01_Phuluc_01_2011_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(265.6), np.float64(208.143)]",208.143,7939ed48-4900-424e-963c-e4bf905d6f1f
2010,1,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2010_01_PhuLuc_T01_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1495.3), np.float64(1495.31)]",1495.3,4c2fb7b7-93e2-419e-8f5e-36fe1d5e95c7
2010,1,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2010_01_PhuLuc_T01_2010_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1495.3), np.float64(1495.31)]",1495.31,f1bc7885-ec31-488f-a398-3b5163d5da09
2010,2,Bắc Trung Bộ,Cultivation,Lúa,Area_Planted,2010_02_PhuLuc_T02_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(335.0), np.float64(324.395)]",335.0,95a26c4e-c317-42a5-ae30-0f078742fbc1
2010,2,Bắc Trung Bộ,Cultivation,Lúa,Area_Planted,2010_02_PhuLuc_T02_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(335.0), np.float64(324.395)]",324.395,b9aee47c-a36c-4700-9aed-0e318dfe1f1e
2010,2,Miền Bắc,Cultivation,Lúa,Area_Planted,2010_02_PhuLuc_T02_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(884.9), np.float64(884.909)]",884.9,0ba561e7-d3b9-4756-978b-7b88fbd2da5e
2010,2,Miền Bắc,Cultivation,Lúa,Area_Planted,2010_02_PhuLuc_T02_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(884.9), np.float64(884.909)]",884.909,2d094886-e23f-453e-beed-4c53e1b7e76c
2010,2,Miền Nam,Cultivation,Lúa,Area_Planted,2010_02_PhuLuc_T02_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1857.8), np.float64(1857.808)]",1857.8,4074c1a9-2203-4393-9355-88e9007d4f93
2010,2,Miền Nam,Cultivation,Lúa,Area_Planted,2010_02_PhuLuc_T02_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1857.8), np.float64(1857.808)]",1857.808,5e68a9d6-d447-4a77-af0d-5cd5d887ad3a
2010,2,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2010_02_PhuLuc_T02_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1530.0), np.float64(1530.091)]",1530.0,6d9dd8c3-a5bd-4ace-8a4c-4a8932f67976
2010,2,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2010_02_PhuLuc_T02_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1530.0), np.float64(1530.091)]",1530.091,bf331bc3-4f86-4c13-a29c-ed103128f42f
2010,2,Đồng bằng sông Hồng,Cultivation,Lúa,Area_Planted,2010_02_PhuLuc_T02_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(409.9), np.float64(409.858)]",409.9,0ffa88b7-d874-431e-b459-08cbe8f641e0
2010,2,Đồng bằng sông Hồng,Cultivation,Lúa,Area_Planted,2010_02_PhuLuc_T02_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(409.9), np.float64(409.858)]",409.858,eaf8363c-0f3d-477d-9e6f-d0bbe9ff45eb
2010,3,Cả nước,Fishery,Khai thác biển,Production,2010_03_PhuLuc_T03_2010_PL5.md,PL5,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(200.0), np.float64(590.0)]",200.0,38a764e9-27dd-479a-a1cf-6bd5c44f0b46
2010,3,Cả nước,Fishery,Khai thác biển,Production,2010_03_PhuLuc_T03_2010_PL5.md,PL5,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(200.0), np.float64(590.0)]",590.0,ae8285e1-0398-42d9-8349-37bd33c7da7a
2010,3,Cả nước,Fishery,Khai thác nội địa,Production,2010_03_PhuLuc_T03_2010_PL5.md,PL5,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(10.0), np.float64(30.0)]",10.0,094601be-2562-44e4-88ca-4b8da2daf54c
2010,3,Cả nước,Fishery,Khai thác nội địa,Production,2010_03_PhuLuc_T03_2010_PL5.md,PL5,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(10.0), np.float64(30.0)]",30.0,2723bbb9-a4cc-4263-bac5-b716e194453e
2010,3,Cả nước,Fishery,Sản lượng khai thác,Production,2010_03_PhuLuc_T03_2010_PL5.md,PL5,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(210.0), np.float64(620.0)]",210.0,bba981dd-8140-42ad-913f-9409c2d277c1
2010,3,Cả nước,Fishery,Sản lượng khai thác,Production,2010_03_PhuLuc_T03_2010_PL5.md,PL5,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(210.0), np.float64(620.0)]",620.0,87327ddd-9160-4124-977c-bc453e252d2e
2010,3,Cả nước,Fishery,Sản lượng nuôi trồng,Production,2010_03_PhuLuc_T03_2010_PL5.md,PL5,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(130.0), np.float64(477.0)]",130.0,a1d9d10d-243a-4f78-8138-14c58264065d
2010,3,Cả nước,Fishery,Sản lượng nuôi trồng,Production,2010_03_PhuLuc_T03_2010_PL5.md,PL5,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(130.0), np.float64(477.0)]",477.0,eec5686e-6609-4a8f-94f9-af8b652b81e3
2010,4,Miền Nam,Cultivation,Lúa,Area_Planted,2010_04_Phuluc_T04_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(699.3), np.float64(699.253)]",699.3,c97cd74d-546c-4a69-80f3-d73cc5ddafc8
2010,4,Miền Nam,Cultivation,Lúa,Area_Planted,2010_04_Phuluc_T04_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(699.3), np.float64(699.253)]",699.253,b10e2ed4-c43d-407b-bb5e-dba002ebe6b5
2010,4,Miền Nam,Cultivation,Lúa,Area_Harvested,2010_04_Phuluc_T04_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1745.7), np.float64(1745.686)]",1745.7,983d0d2a-87e5-4dc9-b2b1-21fa3b6baa16
2010,4,Miền Nam,Cultivation,Lúa,Area_Harvested,2010_04_Phuluc_T04_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1745.7), np.float64(1745.686)]",1745.686,7cb4744d-8d3f-4ff6-b25e-386cf81828aa
2010,4,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2010_04_Phuluc_T04_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(670.3), np.float64(670.256)]",670.3,5d5e0f10-795e-4b7a-900a-65fed5a2f539
2010,4,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2010_04_Phuluc_T04_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(670.3), np.float64(670.256)]",670.256,b7169cf3-69b9-4583-97a2-57d3894b7f82
2010,4,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Harvested,2010_04_Phuluc_T04_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1534.3), np.float64(1534.285)]",1534.3,c6a1c8cf-c99f-4637-ab37-ae0ce78e1862
2010,4,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Harvested,2010_04_Phuluc_T04_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1534.3), np.float64(1534.285)]",1534.285,a821b090-fd76-451e-84d8-61be08b0fbd5
2010,5,Duyên hải Nam Trung Bộ,Cultivation,Lúa,Area_Harvested,2010_05_PHULUC_T05_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(181.5), np.float64(181.492)]",181.5,2293ba92-4226-4124-8e5a-362d5493aab2
2010,5,Duyên hải Nam Trung Bộ,Cultivation,Lúa,Area_Harvested,2010_05_PHULUC_T05_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(181.5), np.float64(181.492)]",181.492,2f78e1d4-5eb1-46a6-8312-f5e2e02d296a
2010,5,Miền Nam,Cultivation,Lúa,Area_Planted,2010_05_PHULUC_T05_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1257.8), np.float64(1257.814)]",1257.8,7427bd1c-10a9-445c-b3d7-fab525768f7a
2010,5,Miền Nam,Cultivation,Lúa,Area_Planted,2010_05_PHULUC_T05_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1257.8), np.float64(1257.814)]",1257.814,cbe8e1b0-69f4-4e47-89d8-32a012e71135
2010,5,Miền Nam,Cultivation,Lúa,Area_Harvested,2010_05_PHULUC_T05_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1913.7), np.float64(1913.699)]",1913.7,0b7b7693-8950-4465-b14e-e06de9c1b333
2010,5,Miền Nam,Cultivation,Lúa,Area_Harvested,2010_05_PHULUC_T05_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1913.7), np.float64(1913.699)]",1913.699,140b283f-6988-4a64-b738-82e58ca06bf7
2010,5,Tây Nguyên,Cultivation,Lúa,Area_Harvested,2010_05_PHULUC_T05_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(59.4), np.float64(59.42)]",59.4,4d5fbee0-f283-422d-bcd3-4a71b0c657e3
2010,5,Tây Nguyên,Cultivation,Lúa,Area_Harvested,2010_05_PHULUC_T05_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(59.4), np.float64(59.42)]",59.42,f47bc3e9-669c-4eb8-9394-838df7f73277
2010,5,Đông Nam Bộ,Cultivation,Lúa,Area_Harvested,2010_05_PHULUC_T05_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(114.0), np.float64(114.037)]",114.0,3b16b282-a39c-437c-abe4-07916851f1f6
2010,5,Đông Nam Bộ,Cultivation,Lúa,Area_Harvested,2010_05_PHULUC_T05_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(114.0), np.float64(114.037)]",114.037,8c45f02e-f34d-429d-9fac-6c277e0f03d9
2010,5,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2010_05_PHULUC_T05_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1117.2), np.float64(1117.171)]",1117.2,20578bb7-d703-4ac1-b1b4-7ea967313fa6
2010,5,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2010_05_PHULUC_T05_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1117.2), np.float64(1117.171)]",1117.171,ab215904-1f15-4dfb-b417-b429792f6259
2010,5,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Harvested,2010_05_PHULUC_T05_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1558.8), np.float64(1558.75)]",1558.8,c5acb5e5-18a2-4088-bfa8-1db402a1cb2a
2010,5,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Harvested,2010_05_PHULUC_T05_2010_PL2b.md,PL2b,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1558.8), np.float64(1558.75)]",1558.75,e21a050b-3792-4f6c-af8c-97bda96ca725
2010,6,Miền Bắc,Cultivation,Lúa,Area_Planted,2010_06_Phuluc_06_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(121.3), np.float64(143.926)]",121.3,d509d98f-de87-45ad-97be-dd554a9e60f4
2010,6,Miền Bắc,Cultivation,Lúa,Area_Planted,2010_06_Phuluc_06_2010_PL2a.md,PL2a,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(121.3), np.float64(143.926)]",143.926,21dd2d98-d7c5-4c7f-a43a-356732aea615
2010,6,Miền Bắc,Cultivation,Lúa,Area_Harvested,2010_06_Phuluc_06_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1100.8), np.float64(1100.804)]",1100.8,8a7d42a5-0191-4d9a-b974-bbe7c5886457
2010,6,Miền Bắc,Cultivation,Lúa,Area_Harvested,2010_06_Phuluc_06_2010_PL2a.md,PL2a,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1100.8), np.float64(1100.804)]",1100.804,1d3c609b-bd11-4b2f-aebf-78509e542d67
2010,6,Miền Nam,Cultivation,Lúa,Area_Planted,2010_06_Phuluc_06_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1712.0), np.float64(1711.959)]",1712.0,e4c816cc-12ad-495d-b1fd-4752400837a4
2010,6,Miền Nam,Cultivation,Lúa,Area_Planted,2010_06_Phuluc_06_2010_PL3a.md,PL3a,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1712.0), np.float64(1711.959)]",1711.959,1bd9a250-d108-4330-8d94-79af9f603d98
2010,7,Cả nước,Cultivation,Lúa,Area_Planted,2010_07_phuluc_07_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1149.9), np.float64(487.6), np.float64(265.1)]",1149.9,ea017d9e-6a88-4635-a887-882812f400a4
