record_id,year,month,geo_level,location_name,region_id,sector,commodity,sub_item,attribute,value,unit,data_type,source_file
200903_Quảng Trị_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Quảng Trị,North_Central,Cultivation,Cây công nghiệp ngắn ngày,,Area,6.7,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL3.md
200903_Quảng Trị_RAU_DAU_AREA,2009,3,Provincial,Quảng Trị,North_Central,Cultivation,Rau đậu,,Area,2.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL3.md
200903_TP Đà Nẵng_LUA_AREA,2009,3,Provincial,TP Đà Nẵng,South_Central_Coast,Cultivation,Lúa,,Area,4.006,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_TP Đà Nẵng_NGO_AREA,2009,3,Provincial,TP Đà Nẵng,South_Central_Coast,Cultivation,Ngô,,Area,575.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Quảng Nam_LUA_AREA,2009,3,Provincial,Quảng Nam,South_Central_Coast,Cultivation,Lúa,,Area,40.8,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Quảng Nam_NGO_AREA,2009,3,Provincial,Quảng Nam,South_Central_Coast,Cultivation,Ngô,,Area,8.4,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Quảng Ngãi_LUA_AREA,2009,3,Provincial,Quảng Ngãi,South_Central_Coast,Cultivation,Lúa,,Area,36.243,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Quảng Ngãi_NGO_AREA,2009,3,Provincial,Quảng Ngãi,South_Central_Coast,Cultivation,Ngô,,Area,14.941,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bình Định_LUA_AREA,2009,3,Provincial,Bình Định,South_Central_Coast,Cultivation,Lúa,,Area,46.898,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bình Định_NGO_AREA,2009,3,Provincial,Bình Định,South_Central_Coast,Cultivation,Ngô,,Area,9.693,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Phú Yên_LUA_AREA,2009,3,Provincial,Phú Yên,South_Central_Coast,Cultivation,Lúa,,Area,25.649,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Phú Yên_NGO_AREA,2009,3,Provincial,Phú Yên,South_Central_Coast,Cultivation,Ngô,,Area,3.503,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Khánh Hoà_LUA_AREA,2009,3,Provincial,Khánh Hoà,South_Central_Coast,Cultivation,Lúa,,Area,18.87,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Khánh Hoà_NGO_AREA,2009,3,Provincial,Khánh Hoà,South_Central_Coast,Cultivation,Ngô,,Area,1.25,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Kon Tum_LUA_AREA,2009,3,Provincial,Kon Tum,Central_Highlands,Cultivation,Lúa,,Area,6.775,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Kon Tum_NGO_AREA,2009,3,Provincial,Kon Tum,Central_Highlands,Cultivation,Ngô,,Area,600.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Gia Lai_LUA_AREA,2009,3,Provincial,Gia Lai,Central_Highlands,Cultivation,Lúa,,Area,23.332,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Gia Lai_NGO_AREA,2009,3,Provincial,Gia Lai,Central_Highlands,Cultivation,Ngô,,Area,9.321,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Đắc Lắc_LUA_AREA,2009,3,Provincial,Đắc Lắc,Central_Highlands,Cultivation,Lúa,,Area,23.435,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Đắc Lắc_NGO_AREA,2009,3,Provincial,Đắc Lắc,Central_Highlands,Cultivation,Ngô,,Area,3.23,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Đắc Nông_LUA_AREA,2009,3,Provincial,Đắc Nông,Central_Highlands,Cultivation,Lúa,,Area,3.836,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Đắc Nông_NGO_AREA,2009,3,Provincial,Đắc Nông,Central_Highlands,Cultivation,Ngô,,Area,3.328,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Lâm Đồng_LUA_AREA,2009,3,Provincial,Lâm Đồng,Central_Highlands,Cultivation,Lúa,,Area,9.893,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Lâm Đồng_NGO_AREA,2009,3,Provincial,Lâm Đồng,Central_Highlands,Cultivation,Ngô,,Area,1.191,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_TP Hồ Chí Minh_LUA_AREA,2009,3,Provincial,TP Hồ Chí Minh,Southeast,Cultivation,Lúa,,Area,6.7,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_TP Hồ Chí Minh_NGO_AREA,2009,3,Provincial,TP Hồ Chí Minh,Southeast,Cultivation,Ngô,,Area,1.049,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Ninh Thuận_LUA_AREA,2009,3,Provincial,Ninh Thuận,Southeast,Cultivation,Lúa,,Area,11.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Ninh Thuận_NGO_AREA,2009,3,Provincial,Ninh Thuận,Southeast,Cultivation,Ngô,,Area,2.3,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bình Phước_LUA_AREA,2009,3,Provincial,Bình Phước,Southeast,Cultivation,Lúa,,Area,3.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Tây Ninh_LUA_AREA,2009,3,Provincial,Tây Ninh,Southeast,Cultivation,Lúa,,Area,42.016,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Tây Ninh_NGO_AREA,2009,3,Provincial,Tây Ninh,Southeast,Cultivation,Ngô,,Area,22.639,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bình Dương_LUA_AREA,2009,3,Provincial,Bình Dương,Southeast,Cultivation,Lúa,,Area,2.529,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bình Dương_NGO_AREA,2009,3,Provincial,Bình Dương,Southeast,Cultivation,Ngô,,Area,5.605,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Đồng Nai_LUA_AREA,2009,3,Provincial,Đồng Nai,Southeast,Cultivation,Lúa,,Area,10.1,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Đồng Nai_NGO_AREA,2009,3,Provincial,Đồng Nai,Southeast,Cultivation,Ngô,,Area,9.2,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bình Thuận_LUA_AREA,2009,3,Provincial,Bình Thuận,Southeast,Cultivation,Lúa,,Area,20.001,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bình Thuận_NGO_AREA,2009,3,Provincial,Bình Thuận,Southeast,Cultivation,Ngô,,Area,3.85,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bà Rịa-V.Tàu_LUA_AREA,2009,3,Provincial,Bà Rịa-V.Tàu,Southeast,Cultivation,Lúa,,Area,5.1,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bà Rịa-V.Tàu_NGO_AREA,2009,3,Provincial,Bà Rịa-V.Tàu,Southeast,Cultivation,Ngô,,Area,1.067,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Long An_LUA_AREA,2009,3,Provincial,Long An,Mekong_Delta,Cultivation,Lúa,,Area,247.006,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Long An_NGO_AREA,2009,3,Provincial,Long An,Mekong_Delta,Cultivation,Ngô,,Area,3.497,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Đồng Tháp_LUA_AREA,2009,3,Provincial,Đồng Tháp,Mekong_Delta,Cultivation,Lúa,,Area,207.347,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Đồng Tháp_NGO_AREA,2009,3,Provincial,Đồng Tháp,Mekong_Delta,Cultivation,Ngô,,Area,1.507,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_An Giang_LUA_AREA,2009,3,Provincial,An Giang,Mekong_Delta,Cultivation,Lúa,,Area,234.228,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_An Giang_NGO_AREA,2009,3,Provincial,An Giang,Mekong_Delta,Cultivation,Ngô,,Area,1.7,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Tiền Giang_LUA_AREA,2009,3,Provincial,Tiền Giang,Mekong_Delta,Cultivation,Lúa,,Area,82.526,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Vĩnh Long_LUA_AREA,2009,3,Provincial,Vĩnh Long,Mekong_Delta,Cultivation,Lúa,,Area,67.937,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Vĩnh Long_NGO_AREA,2009,3,Provincial,Vĩnh Long,Mekong_Delta,Cultivation,Ngô,,Area,3.461,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bến Tre_LUA_AREA,2009,3,Provincial,Bến Tre,Mekong_Delta,Cultivation,Lúa,,Area,21.218,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bến Tre_NGO_AREA,2009,3,Provincial,Bến Tre,Mekong_Delta,Cultivation,Ngô,,Area,694.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Kiên Giang_LUA_AREA,2009,3,Provincial,Kiên Giang,Mekong_Delta,Cultivation,Lúa,,Area,277.144,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Cần Thơ_LUA_AREA,2009,3,Provincial,Cần Thơ,Mekong_Delta,Cultivation,Lúa,,Area,90.044,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Cần Thơ_NGO_AREA,2009,3,Provincial,Cần Thơ,Mekong_Delta,Cultivation,Ngô,,Area,269.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Trà Vinh_LUA_AREA,2009,3,Provincial,Trà Vinh,Mekong_Delta,Cultivation,Lúa,,Area,53.748,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Trà Vinh_NGO_AREA,2009,3,Provincial,Trà Vinh,Mekong_Delta,Cultivation,Ngô,,Area,918.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Sóc Trăng_LUA_AREA,2009,3,Provincial,Sóc Trăng,Mekong_Delta,Cultivation,Lúa,,Area,138.659,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Sóc Trăng_NGO_AREA,2009,3,Provincial,Sóc Trăng,Mekong_Delta,Cultivation,Ngô,,Area,3.257,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_Bạc Liêu<br>_LUA_AREA,2009,3,Provincial,Bạc Liêu<br>,Mekong_Delta,Cultivation,Lúa,,Area,42.17,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL4.md
200903_TP Đà Nẵng_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,TP Đà Nẵng,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,816.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_TP Đà Nẵng_RAU_DAU_AREA,2009,3,Provincial,TP Đà Nẵng,South_Central_Coast,Cultivation,Rau đậu,,Area,80.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Quảng Nam_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Quảng Nam,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,8.1,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Quảng Nam_RAU_DAU_AREA,2009,3,Provincial,Quảng Nam,South_Central_Coast,Cultivation,Rau đậu,,Area,3.5,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Quảng Ngãi_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Quảng Ngãi,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,3.319,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Quảng Ngãi_RAU_DAU_AREA,2009,3,Provincial,Quảng Ngãi,South_Central_Coast,Cultivation,Rau đậu,,Area,1.147,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bình Định_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Bình Định,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,6.741,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bình Định_RAU_DAU_AREA,2009,3,Provincial,Bình Định,South_Central_Coast,Cultivation,Rau đậu,,Area,617.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Phú Yên_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Phú Yên,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,5.832,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Phú Yên_RAU_DAU_AREA,2009,3,Provincial,Phú Yên,South_Central_Coast,Cultivation,Rau đậu,,Area,1.238,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Khánh Hoà_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Khánh Hoà,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,200.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Khánh Hoà_RAU_DAU_AREA,2009,3,Provincial,Khánh Hoà,South_Central_Coast,Cultivation,Rau đậu,,Area,500.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Kon Tum_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Kon Tum,Central_Highlands,Cultivation,Cây công nghiệp ngắn ngày,,Area,2.297,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Kon Tum_RAU_DAU_AREA,2009,3,Provincial,Kon Tum,Central_Highlands,Cultivation,Rau đậu,,Area,57.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Gia Lai_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Gia Lai,Central_Highlands,Cultivation,Cây công nghiệp ngắn ngày,,Area,9.684,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Gia Lai_RAU_DAU_AREA,2009,3,Provincial,Gia Lai,Central_Highlands,Cultivation,Rau đậu,,Area,2.177,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Đắc Lắc_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Đắc Lắc,Central_Highlands,Cultivation,Cây công nghiệp ngắn ngày,,Area,42.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Đắc Lắc_RAU_DAU_AREA,2009,3,Provincial,Đắc Lắc,Central_Highlands,Cultivation,Rau đậu,,Area,1.589,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Đắc Nông_RAU_DAU_AREA,2009,3,Provincial,Đắc Nông,Central_Highlands,Cultivation,Rau đậu,,Area,201.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Lâm Đồng_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Lâm Đồng,Central_Highlands,Cultivation,Cây công nghiệp ngắn ngày,,Area,1.348,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Lâm Đồng_RAU_DAU_AREA,2009,3,Provincial,Lâm Đồng,Central_Highlands,Cultivation,Rau đậu,,Area,533.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_TP Hồ Chí Minh_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,TP Hồ Chí Minh,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,2.914,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Ninh Thuận_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Ninh Thuận,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,842.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Ninh Thuận_RAU_DAU_AREA,2009,3,Provincial,Ninh Thuận,Southeast,Cultivation,Rau đậu,,Area,500.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bình Phước_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Bình Phước,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,60.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Tây Ninh_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Tây Ninh,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,20.439,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Tây Ninh_RAU_DAU_AREA,2009,3,Provincial,Tây Ninh,Southeast,Cultivation,Rau đậu,,Area,2.199,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bình Dương_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Bình Dương,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,453.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bình Dương_RAU_DAU_AREA,2009,3,Provincial,Bình Dương,Southeast,Cultivation,Rau đậu,,Area,17.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Đồng Nai_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Đồng Nai,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,1.115,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Đồng Nai_RAU_DAU_AREA,2009,3,Provincial,Đồng Nai,Southeast,Cultivation,Rau đậu,,Area,2.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bình Thuận_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Bình Thuận,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,1.042,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bình Thuận_RAU_DAU_AREA,2009,3,Provincial,Bình Thuận,Southeast,Cultivation,Rau đậu,,Area,2.22,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bà Rịa-V.Tàu_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Bà Rịa-V.Tàu,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,65.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bà Rịa-V.Tàu_RAU_DAU_AREA,2009,3,Provincial,Bà Rịa-V.Tàu,Southeast,Cultivation,Rau đậu,,Area,138.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Long An_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Long An,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,20.72,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Đồng Tháp_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Đồng Tháp,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,307.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_An Giang_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,An Giang,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,512.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_An Giang_RAU_DAU_AREA,2009,3,Provincial,An Giang,Mekong_Delta,Cultivation,Rau đậu,,Area,1.09,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Vĩnh Long_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Vĩnh Long,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,1.045,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Vĩnh Long_RAU_DAU_AREA,2009,3,Provincial,Vĩnh Long,Mekong_Delta,Cultivation,Rau đậu,,Area,231.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bến Tre_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Bến Tre,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,7.047,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Bến Tre_RAU_DAU_AREA,2009,3,Provincial,Bến Tre,Mekong_Delta,Cultivation,Rau đậu,,Area,80.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Cần Thơ_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Cần Thơ,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,1.269,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Cần Thơ_RAU_DAU_AREA,2009,3,Provincial,Cần Thơ,Mekong_Delta,Cultivation,Rau đậu,,Area,136.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Hậu Giang_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Hậu Giang,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,13.453,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Trà Vinh_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Trà Vinh,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,4.23,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Trà Vinh_RAU_DAU_AREA,2009,3,Provincial,Trà Vinh,Mekong_Delta,Cultivation,Rau đậu,,Area,426.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Sóc Trăng_CAY_CN_NGAN_NGAY_AREA,2009,3,Provincial,Sóc Trăng,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,10.081,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200903_Sóc Trăng_RAU_DAU_AREA,2009,3,Provincial,Sóc Trăng,Mekong_Delta,Cultivation,Rau đậu,,Area,871.0,ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL5.md
200904_1. Gieo cấy lúa hè thu miền Nam_LUA_AREA,2009,4,Provincial,1. Gieo cấy lúa hè thu miền Nam,,Cultivation,Lúa,,Area,3935.0,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
200904_Trong đó: - Đồng bằng sông Cửu Long_LUA_AREA,2009,4,Provincial,Trong đó: - Đồng bằng sông Cửu Long,,Cultivation,Lúa,,Area,3609.0,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
200904_2. Thu hoạch lúa đông xuân miền Nam_LUA_AREA,2009,4,Provincial,2. Thu hoạch lúa đông xuân miền Nam,,Cultivation,Lúa,,Area,1.658,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
200904_Trong đó: - Đồng bằng sông Cửu Long_LUA_AREA,2009,4,Provincial,Trong đó: - Đồng bằng sông Cửu Long,,Cultivation,Lúa,,Area,1.4746,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
200904__  3.1. Gieo trồng màu lương thực__LUA_AREA,2009,4,Provincial,_  3.1. Gieo trồng màu lương thực_,,Cultivation,Lúa,,Area,8008.0,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
200904_Trong đó: -  Ngô_LUA_AREA,2009,4,Provincial,Trong đó: -  Ngô,,Cultivation,Lúa,,Area,5267.0,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
200904_-  Khoai lang_LUA_AREA,2009,4,Provincial,-  Khoai lang,,Cultivation,Lúa,,Area,982.0,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
200904_-  Sắn_LUA_AREA,2009,4,Provincial,-  Sắn,,Cultivation,Lúa,,Area,1761.0,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
200904_Trong đó:  -  Đậu tương_LUA_AREA,2009,4,Provincial,Trong đó:  -  Đậu tương,,Cultivation,Lúa,,Area,1006.0,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
200904_-  Lạc_LUA_AREA,2009,4,Provincial,-  Lạc,,Cultivation,Lúa,,Area,1771.0,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
"200904_- Thuốc lá, thuốc lào_LUA_AREA",2009,4,Provincial,"- Thuốc lá, thuốc lào",,Cultivation,Lúa,,Area,183.0,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
"200904_4. Gieo trồng rau, đậu các loại_LUA_AREA",2009,4,Provincial,"4. Gieo trồng rau, đậu các loại",,Cultivation,Lúa,,Area,4203.0,ha,Actual,2009_04_PHULUC_T04_2009_PL1.md
200904_Hà Nội_LUA_AREA,2009,4,Provincial,Hà Nội,,Cultivation,Lúa,,Area,99.791,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Hà Nội_NGO_AREA,2009,4,Provincial,Hà Nội,,Cultivation,Ngô,,Area,7.221,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Hải Phòng_LUA_AREA,2009,4,Provincial,Hải Phòng,,Cultivation,Lúa,,Area,57.069,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Hải Phòng_NGO_AREA,2009,4,Provincial,Hải Phòng,,Cultivation,Ngô,,Area,1.7,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Vĩnh Phúc_LUA_AREA,2009,4,Provincial,Vĩnh Phúc,,Cultivation,Lúa,,Area,29.7,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Vĩnh Phúc_NGO_AREA,2009,4,Provincial,Vĩnh Phúc,,Cultivation,Ngô,,Area,2.056,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Bắc Ninh_LUA_AREA,2009,4,Provincial,Bắc Ninh,,Cultivation,Lúa,,Area,37.6,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Bắc Ninh_NGO_AREA,2009,4,Provincial,Bắc Ninh,,Cultivation,Ngô,,Area,2.305,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Hải Dương_LUA_AREA,2009,4,Provincial,Hải Dương,,Cultivation,Lúa,,Area,64.0,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Hải Dương_NGO_AREA,2009,4,Provincial,Hải Dương,,Cultivation,Ngô,,Area,3.7,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Hưng Yên_LUA_AREA,2009,4,Provincial,Hưng Yên,,Cultivation,Lúa,,Area,40.202,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
200904_Hưng Yên_NGO_AREA,2009,4,Provincial,Hưng Yên,,Cultivation,Ngô,,Area,3.034,ha,Actual,2009_04_PHULUC_T04_2009_PL2.md
